block,layer,position,prompt,rank_intermediate,rank_answer
A,24,14,What is the language of the rival of the rival of Savkara?,129398,143811
A,25,9,What is the language of the rival of the rival of Savkara?,4070,50764
A,25,10,What is the language of the rival of the rival of Savkara?,2,86
A,25,11,What is the language of the rival of the rival of Savkara?,2156,26255
A,25,12,What is the language of the rival of the rival of Savkara?,12263,29479
A,25,13,What is the language of the rival of the rival of Savkara?,3937,49344
A,25,14,What is the language of the rival of the rival of Savkara?,125818,135462
A,26,9,What is the language of the rival of the rival of Savkara?,2954,20167
A,26,10,What is the language of the rival of the rival of Savkara?,8,53
A,26,11,What is the language of the rival of the rival of Savkara?,4146,9908
A,26,12,What is the language of the rival of the rival of Savkara?,14806,15638
A,26,13,What is the language of the rival of the rival of Savkara?,5571,15531
A,26,14,What is the language of the rival of the rival of Savkara?,131077,132974
A,0,9,What is the continent of the rival of the ally of Savkara?,27582,42221
A,0,10,What is the continent of the rival of the ally of Savkara?,9625,5670
A,0,11,What is the continent of the rival of the ally of Savkara?,4914,40253
A,0,12,What is the continent of the rival of the ally of Savkara?,43998,74146
A,0,13,What is the continent of the rival of the ally of Savkara?,63994,89536
A,0,14,What is the continent of the rival of the ally of Savkara?,93238,117073
A,1,9,What is the continent of the rival of the ally of Savkara?,15430,8857
A,1,10,What is the continent of the rival of the ally of Savkara?,4867,376
A,1,11,What is the continent of the rival of the ally of Savkara?,2655,7930
A,1,12,What is the continent of the rival of the ally of Savkara?,55708,61170
A,1,13,What is the continent of the rival of the ally of Savkara?,88345,97572
A,1,14,What is the continent of the rival of the ally of Savkara?,105144,106692
A,2,9,What is the continent of the rival of the ally of Savkara?,47050,29549
A,2,10,What is the continent of the rival of the ally of Savkara?,4372,509
A,2,11,What is the continent of the rival of the ally of Savkara?,3996,12005
A,2,12,What is the continent of the rival of the ally of Savkara?,78196,72309
A,2,13,What is the continent of the rival of the ally of Savkara?,55346,71998
A,2,14,What is the continent of the rival of the ally of Savkara?,126182,134071
A,3,9,What is the continent of the rival of the ally of Savkara?,21482,10223
A,3,10,What is the continent of the rival of the ally of Savkara?,2814,171
A,3,11,What is the continent of the rival of the ally of Savkara?,1739,2157
A,3,12,What is the continent of the rival of the ally of Savkara?,15771,8006
A,3,13,What is the continent of the rival of the ally of Savkara?,12897,5675
A,3,14,What is the continent of the rival of the ally of Savkara?,47441,38390
A,4,9,What is the continent of the rival of the ally of Savkara?,29842,11513
A,4,10,What is the continent of the rival of the ally of Savkara?,3572,277
A,4,11,What is the continent of the rival of the ally of Savkara?,2558,4237
A,4,12,What is the continent of the rival of the ally of Savkara?,21058,23474
A,4,13,What is the continent of the rival of the ally of Savkara?,34230,29729
A,4,14,What is the continent of the rival of the ally of Savkara?,54278,68642
A,5,9,What is the continent of the rival of the ally of Savkara?,61271,48509
A,5,10,What is the continent of the rival of the ally of Savkara?,5888,998
A,5,11,What is the continent of the rival of the ally of Savkara?,4612,13841
A,5,12,What is the continent of the rival of the ally of Savkara?,59583,87927
A,5,13,What is the continent of the rival of the ally of Savkara?,40224,48811
A,5,14,What is the continent of the rival of the ally of Savkara?,77848,87050
A,6,9,What is the continent of the rival of the ally of Savkara?,25836,13796
A,6,10,What is the continent of the rival of the ally of Savkara?,2033,288
A,6,11,What is the continent of the rival of the ally of Savkara?,2270,5236
A,6,12,What is the continent of the rival of the ally of Savkara?,26591,43974
A,6,13,What is the continent of the rival of the ally of Savkara?,25289,19996
A,6,14,What is the continent of the rival of the ally of Savkara?,24765,16679
A,7,9,What is the continent of the rival of the ally of Savkara?,28563,18620
A,7,10,What is the continent of the rival of the ally of Savkara?,3888,766
A,7,11,What is the continent of the rival of the ally of Savkara?,3321,6058
A,7,12,What is the continent of the rival of the ally of Savkara?,17335,25951
A,7,13,What is the continent of the rival of the ally of Savkara?,19302,22880
A,7,14,What is the continent of the rival of the ally of Savkara?,25142,11482
A,8,9,What is the continent of the rival of the ally of Savkara?,35770,25072
A,8,10,What is the continent of the rival of the ally of Savkara?,2787,452
A,8,11,What is the continent of the rival of the ally of Savkara?,3979,7205
A,8,12,What is the continent of the rival of the ally of Savkara?,14770,30682
A,8,13,What is the continent of the rival of the ally of Savkara?,36735,41561
A,8,14,What is the continent of the rival of the ally of Savkara?,24380,10395
A,9,9,What is the continent of the rival of the ally of Savkara?,16261,10371
A,9,10,What is the continent of the rival of the ally of Savkara?,4105,774
A,9,11,What is the continent of the rival of the ally of Savkara?,11435,18877
A,9,12,What is the continent of the rival of the ally of Savkara?,38217,55044
A,9,13,What is the continent of the rival of the ally of Savkara?,42127,46460
A,9,14,What is the continent of the rival of the ally of Savkara?,43427,32198
A,10,9,What is the continent of the rival of the ally of Savkara?,16178,7877
A,10,10,What is the continent of the rival of the ally of Savkara?,4357,720
A,10,11,What is the continent of the rival of the ally of Savkara?,21419,40011
A,10,12,What is the continent of the rival of the ally of Savkara?,60006,84585
A,10,13,What is the continent of the rival of the ally of Savkara?,79788,89394
A,10,14,What is the continent of the rival of the ally of Savkara?,76882,54046
A,11,9,What is the continent of the rival of the ally of Savkara?,13673,5841
A,11,10,What is the continent of the rival of the ally of Savkara?,3106,501
A,11,11,What is the continent of the rival of the ally of Savkara?,20554,32997
A,11,12,What is the continent of the rival of the ally of Savkara?,52061,63656
A,11,13,What is the continent of the rival of the ally of Savkara?,76967,90403
A,11,14,What is the continent of the rival of the ally of Savkara?,84797,50725
A,12,9,What is the continent of the rival of the ally of Savkara?,4259,2195
A,12,10,What is the continent of the rival of the ally of Savkara?,1054,170
A,12,11,What is the continent of the rival of the ally of Savkara?,17714,28326
A,12,12,What is the continent of the rival of the ally of Savkara?,29606,37806
A,12,13,What is the continent of the rival of the ally of Savkara?,29819,43874
A,12,14,What is the continent of the rival of the ally of Savkara?,90436,39821
A,13,9,What is the continent of the rival of the ally of Savkara?,3474,2570
A,13,10,What is the continent of the rival of the ally of Savkara?,956,159
A,13,11,What is the continent of the rival of the ally of Savkara?,18162,25891
A,13,12,What is the continent of the rival of the ally of Savkara?,34127,34858
A,13,13,What is the continent of the rival of the ally of Savkara?,48441,55275
A,13,14,What is the continent of the rival of the ally of Savkara?,135075,116187
A,14,9,What is the continent of the rival of the ally of Savkara?,3333,2761
A,14,10,What is the continent of the rival of the ally of Savkara?,1738,336
A,14,11,What is the continent of the rival of the ally of Savkara?,25146,34234
A,14,12,What is the continent of the rival of the ally of Savkara?,44143,31166
A,14,13,What is the continent of the rival of the ally of Savkara?,77155,68264
A,14,14,What is the continent of the rival of the ally of Savkara?,145537,134066
A,15,9,What is the continent of the rival of the ally of Savkara?,3146,5775
A,15,10,What is the continent of the rival of the ally of Savkara?,903,325
A,15,11,What is the continent of the rival of the ally of Savkara?,11331,19137
A,15,12,What is the continent of the rival of the ally of Savkara?,66051,68963
A,15,13,What is the continent of the rival of the ally of Savkara?,60945,65608
A,15,14,What is the continent of the rival of the ally of Savkara?,141778,128224
A,16,9,What is the continent of the rival of the ally of Savkara?,15210,10290
A,16,10,What is the continent of the rival of the ally of Savkara?,1110,87
A,16,11,What is the continent of the rival of the ally of Savkara?,31593,41345
A,16,12,What is the continent of the rival of the ally of Savkara?,97933,98221
A,16,13,What is the continent of the rival of the ally of Savkara?,97390,105057
A,16,14,What is the continent of the rival of the ally of Savkara?,133356,119547
A,17,9,What is the continent of the rival of the ally of Savkara?,24051,16650
A,17,10,What is the continent of the rival of the ally of Savkara?,956,410
A,17,11,What is the continent of the rival of the ally of Savkara?,29110,27140
A,17,12,What is the continent of the rival of the ally of Savkara?,98731,99312
A,17,13,What is the continent of the rival of the ally of Savkara?,120164,104007
A,17,14,What is the continent of the rival of the ally of Savkara?,145809,148112
A,18,9,What is the continent of the rival of the ally of Savkara?,10518,11728
A,18,10,What is the continent of the rival of the ally of Savkara?,313,269
A,18,11,What is the continent of the rival of the ally of Savkara?,13786,11162
A,18,12,What is the continent of the rival of the ally of Savkara?,86593,92632
A,18,13,What is the continent of the rival of the ally of Savkara?,89462,89072
A,18,14,What is the continent of the rival of the ally of Savkara?,131562,139752
A,19,9,What is the continent of the rival of the ally of Savkara?,26140,31538
A,19,10,What is the continent of the rival of the ally of Savkara?,294,147
A,19,11,What is the continent of the rival of the ally of Savkara?,2582,1659
A,19,12,What is the continent of the rival of the ally of Savkara?,40016,30430
A,19,13,What is the continent of the rival of the ally of Savkara?,66935,78514
A,19,14,What is the continent of the rival of the ally of Savkara?,138587,132256
A,20,9,What is the continent of the rival of the ally of Savkara?,60110,97975
A,20,10,What is the continent of the rival of the ally of Savkara?,372,272
A,20,11,What is the continent of the rival of the ally of Savkara?,8267,23953
A,20,12,What is the continent of the rival of the ally of Savkara?,76191,60779
A,20,13,What is the continent of the rival of the ally of Savkara?,59083,86941
A,20,14,What is the continent of the rival of the ally of Savkara?,139513,140319
A,21,9,What is the continent of the rival of the ally of Savkara?,115052,114165
A,21,10,What is the continent of the rival of the ally of Savkara?,499,523
A,21,11,What is the continent of the rival of the ally of Savkara?,1939,16186
A,21,12,What is the continent of the rival of the ally of Savkara?,64729,60209
A,21,13,What is the continent of the rival of the ally of Savkara?,33736,50754
A,21,14,What is the continent of the rival of the ally of Savkara?,143568,145604
A,22,9,What is the continent of the rival of the ally of Savkara?,82128,86025
A,22,10,What is the continent of the rival of the ally of Savkara?,205,525
A,22,11,What is the continent of the rival of the ally of Savkara?,749,4461
A,22,12,What is the continent of the rival of the ally of Savkara?,56271,53860
A,22,13,What is the continent of the rival of the ally of Savkara?,78374,74784
A,22,14,What is the continent of the rival of the ally of Savkara?,142405,147306
A,23,9,What is the continent of the rival of the ally of Savkara?,94202,83848
A,23,10,What is the continent of the rival of the ally of Savkara?,345,485
A,23,11,What is the continent of the rival of the ally of Savkara?,2048,9161
A,23,12,What is the continent of the rival of the ally of Savkara?,52852,71902
A,23,13,What is the continent of the rival of the ally of Savkara?,79956,86536
A,23,14,What is the continent of the rival of the ally of Savkara?,145507,147293
A,24,9,What is the continent of the rival of the ally of Savkara?,111294,88401
A,24,10,What is the continent of the rival of the ally of Savkara?,95,149
A,24,11,What is the continent of the rival of the ally of Savkara?,1398,4618
A,24,12,What is the continent of the rival of the ally of Savkara?,26575,81232
A,24,13,What is the continent of the rival of the ally of Savkara?,83757,96860
A,24,14,What is the continent of the rival of the ally of Savkara?,136466,137405
A,25,9,What is the continent of the rival of the ally of Savkara?,71203,46824
A,25,10,What is the continent of the rival of the ally of Savkara?,22,38
A,25,11,What is the continent of the rival of the ally of Savkara?,1694,10457
A,25,12,What is the continent of the rival of the ally of Savkara?,16935,32340
A,25,13,What is the continent of the rival of the ally of Savkara?,35396,35027
A,25,14,What is the continent of the rival of the ally of Savkara?,127891,133168
A,26,9,What is the continent of the rival of the ally of Savkara?,42623,13221
A,26,10,What is the continent of the rival of the ally of Savkara?,28,39
A,26,11,What is the continent of the rival of the ally of Savkara?,1574,4600
A,26,12,What is the continent of the rival of the ally of Savkara?,10944,14984
A,26,13,What is the continent of the rival of the ally of Savkara?,41255,31738
A,26,14,What is the continent of the rival of the ally of Savkara?,124779,131665
C,0,8,What is the continent of the rival of the ally of Kake?,8735,18385
C,0,9,What is the continent of the rival of the ally of Kake?,29533,14904
C,0,10,What is the continent of the rival of the ally of Kake?,13209,4222
C,0,11,What is the continent of the rival of the ally of Kake?,954,18294
C,0,12,What is the continent of the rival of the ally of Kake?,46242,50989
C,0,13,What is the continent of the rival of the ally of Kake?,138592,138628
C,1,8,What is the continent of the rival of the ally of Kake?,13932,2004
C,1,9,What is the continent of the rival of the ally of Kake?,24795,1886
C,1,10,What is the continent of the rival of the ally of Kake?,13500,577
C,1,11,What is the continent of the rival of the ally of Kake?,1208,3087
C,1,12,What is the continent of the rival of the ally of Kake?,103187,26417
C,1,13,What is the continent of the rival of the ally of Kake?,141617,129378
C,2,8,What is the continent of the rival of the ally of Kake?,11756,1418
C,2,9,What is the continent of the rival of the ally of Kake?,48205,3405
C,2,10,What is the continent of the rival of the ally of Kake?,9572,805
C,2,11,What is the continent of the rival of the ally of Kake?,1388,4399
C,2,12,What is the continent of the rival of the ally of Kake?,96510,22399
C,2,13,What is the continent of the rival of the ally of Kake?,143390,135668
C,3,8,What is the continent of the rival of the ally of Kake?,16912,408
C,3,9,What is the continent of the rival of the ally of Kake?,44775,749
C,3,10,What is the continent of the rival of the ally of Kake?,10012,290
C,3,11,What is the continent of the rival of the ally of Kake?,1204,481
C,3,12,What is the continent of the rival of the ally of Kake?,49075,10535
C,3,13,What is the continent of the rival of the ally of Kake?,139342,76128
C,4,8,What is the continent of the rival of the ally of Kake?,17245,2233
C,4,9,What is the continent of the rival of the ally of Kake?,32851,985
C,4,10,What is the continent of the rival of the ally of Kake?,8273,550
C,4,11,What is the continent of the rival of the ally of Kake?,2718,1573
C,4,12,What is the continent of the rival of the ally of Kake?,46664,32399
C,4,13,What is the continent of the rival of the ally of Kake?,140202,93609
C,5,8,What is the continent of the rival of the ally of Kake?,25861,1553
C,5,9,What is the continent of the rival of the ally of Kake?,74642,2266
C,5,10,What is the continent of the rival of the ally of Kake?,13779,1314
C,5,11,What is the continent of the rival of the ally of Kake?,5953,1637
C,5,12,What is the continent of the rival of the ally of Kake?,80492,76819
C,5,13,What is the continent of the rival of the ally of Kake?,147033,104980
C,6,8,What is the continent of the rival of the ally of Kake?,19484,1283
C,6,9,What is the continent of the rival of the ally of Kake?,64648,841
C,6,10,What is the continent of the rival of the ally of Kake?,13557,689
C,6,11,What is the continent of the rival of the ally of Kake?,8701,1198
C,6,12,What is the continent of the rival of the ally of Kake?,92992,44414
C,6,13,What is the continent of the rival of the ally of Kake?,140342,57049
C,7,8,What is the continent of the rival of the ally of Kake?,42015,2174
C,7,9,What is the continent of the rival of the ally of Kake?,79501,1952
C,7,10,What is the continent of the rival of the ally of Kake?,21291,1625
C,7,11,What is the continent of the rival of the ally of Kake?,16556,2718
C,7,12,What is the continent of the rival of the ally of Kake?,112904,58270
C,7,13,What is the continent of the rival of the ally of Kake?,143922,72012
C,8,8,What is the continent of the rival of the ally of Kake?,28207,1485
C,8,9,What is the continent of the rival of the ally of Kake?,88112,4895
C,8,10,What is the continent of the rival of the ally of Kake?,21343,1720
C,8,11,What is the continent of the rival of the ally of Kake?,16693,2227
C,8,12,What is the continent of the rival of the ally of Kake?,109880,69244
C,8,13,What is the continent of the rival of the ally of Kake?,141844,53884
C,9,8,What is the continent of the rival of the ally of Kake?,36372,3476
C,9,9,What is the continent of the rival of the ally of Kake?,51104,1952
C,9,10,What is the continent of the rival of the ally of Kake?,20942,2219
C,9,11,What is the continent of the rival of the ally of Kake?,34410,6940
C,9,12,What is the continent of the rival of the ally of Kake?,119362,97895
C,9,13,What is the continent of the rival of the ally of Kake?,140090,92407
C,10,8,What is the continent of the rival of the ally of Kake?,51378,5154
C,10,9,What is the continent of the rival of the ally of Kake?,78666,3689
C,10,10,What is the continent of the rival of the ally of Kake?,37910,2919
C,10,11,What is the continent of the rival of the ally of Kake?,59434,19263
C,10,12,What is the continent of the rival of the ally of Kake?,132087,132142
C,10,13,What is the continent of the rival of the ally of Kake?,149215,118256
C,11,8,What is the continent of the rival of the ally of Kake?,51640,3350
C,11,9,What is the continent of the rival of the ally of Kake?,57311,2275
C,11,10,What is the continent of the rival of the ally of Kake?,35724,2556
C,11,11,What is the continent of the rival of the ally of Kake?,59164,14907
C,11,12,What is the continent of the rival of the ally of Kake?,128950,119527
C,11,13,What is the continent of the rival of the ally of Kake?,150064,99194
C,12,8,What is the continent of the rival of the ally of Kake?,20945,1286
C,12,9,What is the continent of the rival of the ally of Kake?,31511,521
C,12,10,What is the continent of the rival of the ally of Kake?,15956,511
C,12,11,What is the continent of the rival of the ally of Kake?,38865,12785
C,12,12,What is the continent of the rival of the ally of Kake?,122075,104472
C,12,13,What is the continent of the rival of the ally of Kake?,131687,71934
C,13,8,What is the continent of the rival of the ally of Kake?,14046,1300
C,13,9,What is the continent of the rival of the ally of Kake?,14209,634
C,13,10,What is the continent of the rival of the ally of Kake?,8454,479
C,13,11,What is the continent of the rival of the ally of Kake?,21501,11915
C,13,12,What is the continent of the rival of the ally of Kake?,92019,86204
C,13,13,What is the continent of the rival of the ally of Kake?,140072,135843
C,14,8,What is the continent of the rival of the ally of Kake?,17686,2981
C,14,9,What is the continent of the rival of the ally of Kake?,16414,710
C,14,10,What is the continent of the rival of the ally of Kake?,7253,1135
C,14,11,What is the continent of the rival of the ally of Kake?,24193,20806
C,14,12,What is the continent of the rival of the ally of Kake?,92349,83706
C,14,13,What is the continent of the rival of the ally of Kake?,139836,143664
C,15,8,What is the continent of the rival of the ally of Kake?,9115,1257
C,15,9,What is the continent of the rival of the ally of Kake?,22933,2288
C,15,10,What is the continent of the rival of the ally of Kake?,2975,822
C,15,11,What is the continent of the rival of the ally of Kake?,23077,12276
C,15,12,What is the continent of the rival of the ally of Kake?,98685,95577
C,15,13,What is the continent of the rival of the ally of Kake?,130217,133369
C,16,8,What is the continent of the rival of the ally of Kake?,8706,2956
C,16,9,What is the continent of the rival of the ally of Kake?,35231,10678
C,16,10,What is the continent of the rival of the ally of Kake?,2232,1237
C,16,11,What is the continent of the rival of the ally of Kake?,25368,29223
C,16,12,What is the continent of the rival of the ally of Kake?,111022,140000
C,16,13,What is the continent of the rival of the ally of Kake?,127085,125005
C,17,8,What is the continent of the rival of the ally of Kake?,13017,3335
C,17,9,What is the continent of the rival of the ally of Kake?,44965,15641
C,17,10,What is the continent of the rival of the ally of Kake?,1113,1119
C,17,11,What is the continent of the rival of the ally of Kake?,13182,21148
C,17,12,What is the continent of the rival of the ally of Kake?,104833,122586
C,17,13,What is the continent of the rival of the ally of Kake?,125778,131655
C,18,8,What is the continent of the rival of the ally of Kake?,10261,666
C,18,9,What is the continent of the rival of the ally of Kake?,21889,11281
C,18,10,What is the continent of the rival of the ally of Kake?,87,511
C,18,11,What is the continent of the rival of the ally of Kake?,7550,10098
C,18,12,What is the continent of the rival of the ally of Kake?,79996,111673
C,18,13,What is the continent of the rival of the ally of Kake?,114877,113146
C,19,8,What is the continent of the rival of the ally of Kake?,2603,290
C,19,9,What is the continent of the rival of the ally of Kake?,12564,17133
C,19,10,What is the continent of the rival of the ally of Kake?,5,95
C,19,11,What is the continent of the rival of the ally of Kake?,2495,117
C,19,12,What is the continent of the rival of the ally of Kake?,17600,55451
C,19,13,What is the continent of the rival of the ally of Kake?,124400,98093
C,20,8,What is the continent of the rival of the ally of Kake?,1950,183
C,20,9,What is the continent of the rival of the ally of Kake?,46622,59789
C,20,10,What is the continent of the rival of the ally of Kake?,0,250
C,20,11,What is the continent of the rival of the ally of Kake?,3114,2876
C,20,12,What is the continent of the rival of the ally of Kake?,2769,99077
C,20,13,What is the continent of the rival of the ally of Kake?,117102,97726
C,21,8,What is the continent of the rival of the ally of Kake?,2495,213
C,21,9,What is the continent of the rival of the ally of Kake?,63441,84836
C,21,10,What is the continent of the rival of the ally of Kake?,0,505
C,21,11,What is the continent of the rival of the ally of Kake?,6782,14902
C,21,12,What is the continent of the rival of the ally of Kake?,2237,93808
C,21,13,What is the continent of the rival of the ally of Kake?,123248,116096
C,22,8,What is the continent of the rival of the ally of Kake?,6078,1058
C,22,9,What is the continent of the rival of the ally of Kake?,39738,83410
C,22,10,What is the continent of the rival of the ally of Kake?,0,582
C,22,11,What is the continent of the rival of the ally of Kake?,4292,29006
C,22,12,What is the continent of the rival of the ally of Kake?,3976,111611
C,22,13,What is the continent of the rival of the ally of Kake?,123268,116629
C,23,8,What is the continent of the rival of the ally of Kake?,5165,831
C,23,9,What is the continent of the rival of the ally of Kake?,57803,51475
C,23,10,What is the continent of the rival of the ally of Kake?,0,383
C,23,11,What is the continent of the rival of the ally of Kake?,4091,20361
C,23,12,What is the continent of the rival of the ally of Kake?,4735,51902
C,23,13,What is the continent of the rival of the ally of Kake?,124822,110373
C,24,8,What is the continent of the rival of the ally of Kake?,3265,443
C,24,9,What is the continent of the rival of the ally of Kake?,71665,51552
C,24,10,What is the continent of the rival of the ally of Kake?,1,80
C,24,11,What is the continent of the rival of the ally of Kake?,4914,5797
C,24,12,What is the continent of the rival of the ally of Kake?,14671,40591
C,24,13,What is the continent of the rival of the ally of Kake?,121901,73328
C,25,8,What is the continent of the rival of the ally of Kake?,3286,826
C,25,9,What is the continent of the rival of the ally of Kake?,55209,26486
C,25,10,What is the continent of the rival of the ally of Kake?,9,49
C,25,11,What is the continent of the rival of the ally of Kake?,7901,5203
C,25,12,What is the continent of the rival of the ally of Kake?,8994,14203
C,25,13,What is the continent of the rival of the ally of Kake?,102482,74189
C,26,8,What is the continent of the rival of the ally of Kake?,1852,257
C,26,9,What is the continent of the rival of the ally of Kake?,31367,4763
C,26,10,What is the continent of the rival of the ally of Kake?,3,32
C,26,11,What is the continent of the rival of the ally of Kake?,8007,1552
C,26,12,What is the continent of the rival of the ally of Kake?,4843,5373
C,26,13,What is the continent of the rival of the ally of Kake?,82880,95555
C,0,8,What is the currency of the ally of the rival of Kake?,2372,24032
C,0,9,What is the currency of the ally of the rival of Kake?,212,7964
C,0,10,What is the currency of the ally of the rival of Kake?,1110,4591
C,0,11,What is the currency of the ally of the rival of Kake?,2271,13785
C,0,12,What is the currency of the ally of the rival of Kake?,56845,44250
C,0,13,What is the currency of the ally of the rival of Kake?,118836,124949
C,1,8,What is the currency of the ally of the rival of Kake?,293,6459
C,1,9,What is the currency of the ally of the rival of Kake?,27,1212
C,1,10,What is the currency of the ally of the rival of Kake?,205,1871
C,1,11,What is the currency of the ally of the rival of Kake?,207,2564
C,1,12,What is the currency of the ally of the rival of Kake?,18714,13648
C,1,13,What is the currency of the ally of the rival of Kake?,110581,107110
C,2,8,What is the currency of the ally of the rival of Kake?,804,5466
C,2,9,What is the currency of the ally of the rival of Kake?,579,6641
C,2,10,What is the currency of the ally of the rival of Kake?,323,960
C,2,11,What is the currency of the ally of the rival of Kake?,800,4408
C,2,12,What is the currency of the ally of the rival of Kake?,36868,9208
C,2,13,What is the currency of the ally of the rival of Kake?,132157,114010
C,3,8,What is the currency of the ally of the rival of Kake?,35,1244
C,3,9,What is the currency of the ally of the rival of Kake?,32,1329
C,3,10,What is the currency of the ally of the rival of Kake?,195,945
C,3,11,What is the currency of the ally of the rival of Kake?,30,1014
C,3,12,What is the currency of the ally of the rival of Kake?,7340,4458
C,3,13,What is the currency of the ally of the rival of Kake?,29569,40883
C,4,8,What is the currency of the ally of the rival of Kake?,341,3609
C,4,9,What is the currency of the ally of the rival of Kake?,104,1490
C,4,10,What is the currency of the ally of the rival of Kake?,349,1458
C,4,11,What is the currency of the ally of the rival of Kake?,224,2285
C,4,12,What is the currency of the ally of the rival of Kake?,23601,13563
C,4,13,What is the currency of the ally of the rival of Kake?,57729,58008
C,5,8,What is the currency of the ally of the rival of Kake?,271,1335
C,5,9,What is the currency of the ally of the rival of Kake?,439,2976
C,5,10,What is the currency of the ally of the rival of Kake?,750,2170
C,5,11,What is the currency of the ally of the rival of Kake?,379,2467
C,5,12,What is the currency of the ally of the rival of Kake?,97039,63994
C,5,13,What is the currency of the ally of the rival of Kake?,79661,64756
C,6,8,What is the currency of the ally of the rival of Kake?,125,678
C,6,9,What is the currency of the ally of the rival of Kake?,423,3135
C,6,10,What is the currency of the ally of the rival of Kake?,278,962
C,6,11,What is the currency of the ally of the rival of Kake?,208,2461
C,6,12,What is the currency of the ally of the rival of Kake?,61441,33722
C,6,13,What is the currency of the ally of the rival of Kake?,15971,24261
C,7,8,What is the currency of the ally of the rival of Kake?,103,332
C,7,9,What is the currency of the ally of the rival of Kake?,283,1163
C,7,10,What is the currency of the ally of the rival of Kake?,381,1067
C,7,11,What is the currency of the ally of the rival of Kake?,533,3056
C,7,12,What is the currency of the ally of the rival of Kake?,69183,26894
C,7,13,What is the currency of the ally of the rival of Kake?,20206,23141
C,8,8,What is the currency of the ally of the rival of Kake?,78,314
C,8,9,What is the currency of the ally of the rival of Kake?,495,2364
C,8,10,What is the currency of the ally of the rival of Kake?,226,719
C,8,11,What is the currency of the ally of the rival of Kake?,391,3007
C,8,12,What is the currency of the ally of the rival of Kake?,62687,35859
C,8,13,What is the currency of the ally of the rival of Kake?,17950,27850
C,9,8,What is the currency of the ally of the rival of Kake?,127,707
C,9,9,What is the currency of the ally of the rival of Kake?,373,1764
C,9,10,What is the currency of the ally of the rival of Kake?,419,1190
C,9,11,What is the currency of the ally of the rival of Kake?,963,6648
C,9,12,What is the currency of the ally of the rival of Kake?,75895,61387
C,9,13,What is the currency of the ally of the rival of Kake?,28639,55939
C,10,8,What is the currency of the ally of the rival of Kake?,269,1309
C,10,9,What is the currency of the ally of the rival of Kake?,566,3071
C,10,10,What is the currency of the ally of the rival of Kake?,251,906
C,10,11,What is the currency of the ally of the rival of Kake?,5428,22555
C,10,12,What is the currency of the ally of the rival of Kake?,110231,109082
C,10,13,What is the currency of the ally of the rival of Kake?,59910,105298
C,11,8,What is the currency of the ally of the rival of Kake?,187,965
C,11,9,What is the currency of the ally of the rival of Kake?,500,1978
C,11,10,What is the currency of the ally of the rival of Kake?,186,664
C,11,11,What is the currency of the ally of the rival of Kake?,3529,17838
C,11,12,What is the currency of the ally of the rival of Kake?,86571,87293
C,11,13,What is the currency of the ally of the rival of Kake?,59924,98359
C,12,8,What is the currency of the ally of the rival of Kake?,148,560
C,12,9,What is the currency of the ally of the rival of Kake?,298,1318
C,12,10,What is the currency of the ally of the rival of Kake?,128,463
C,12,11,What is the currency of the ally of the rival of Kake?,3349,14877
C,12,12,What is the currency of the ally of the rival of Kake?,69924,73448
C,12,13,What is the currency of the ally of the rival of Kake?,61255,92198
C,13,8,What is the currency of the ally of the rival of Kake?,152,593
C,13,9,What is the currency of the ally of the rival of Kake?,224,850
C,13,10,What is the currency of the ally of the rival of Kake?,162,499
C,13,11,What is the currency of the ally of the rival of Kake?,3041,12577
C,13,12,What is the currency of the ally of the rival of Kake?,52530,62557
C,13,13,What is the currency of the ally of the rival of Kake?,131964,140564
C,14,8,What is the currency of the ally of the rival of Kake?,613,1315
C,14,9,What is the currency of the ally of the rival of Kake?,439,615
C,14,10,What is the currency of the ally of the rival of Kake?,534,845
C,14,11,What is the currency of the ally of the rival of Kake?,12068,28153
C,14,12,What is the currency of the ally of the rival of Kake?,62473,57797
C,14,13,What is the currency of the ally of the rival of Kake?,142537,143707
C,15,8,What is the currency of the ally of the rival of Kake?,629,855
C,15,9,What is the currency of the ally of the rival of Kake?,1399,960
C,15,10,What is the currency of the ally of the rival of Kake?,274,160
C,15,11,What is the currency of the ally of the rival of Kake?,6186,12480
C,15,12,What is the currency of the ally of the rival of Kake?,71424,56316
C,15,13,What is the currency of the ally of the rival of Kake?,135209,137042
C,16,8,What is the currency of the ally of the rival of Kake?,683,949
C,16,9,What is the currency of the ally of the rival of Kake?,4529,5996
C,16,10,What is the currency of the ally of the rival of Kake?,145,294
C,16,11,What is the currency of the ally of the rival of Kake?,11556,21440
C,16,12,What is the currency of the ally of the rival of Kake?,117574,107542
C,16,13,What is the currency of the ally of the rival of Kake?,128147,127875
C,17,8,What is the currency of the ally of the rival of Kake?,1382,1828
C,17,9,What is the currency of the ally of the rival of Kake?,3944,6595
C,17,10,What is the currency of the ally of the rival of Kake?,440,387
C,17,11,What is the currency of the ally of the rival of Kake?,11298,17490
C,17,12,What is the currency of the ally of the rival of Kake?,98799,90624
C,17,13,What is the currency of the ally of the rival of Kake?,146009,134889
C,18,8,What is the currency of the ally of the rival of Kake?,650,1220
C,18,9,What is the currency of the ally of the rival of Kake?,2117,6377
C,18,10,What is the currency of the ally of the rival of Kake?,500,659
C,18,11,What is the currency of the ally of the rival of Kake?,5021,11220
C,18,12,What is the currency of the ally of the rival of Kake?,99458,107619
C,18,13,What is the currency of the ally of the rival of Kake?,140560,136988
